model,n_periods,avg_breadth,long_sharpe,long_ann_return,long_maxDD,ls_sharpe,bench_sharpe,information_ratio,excess_ann,excess_p,mean_IC,IC_IR
logit,22,162.5909090909091,1.7846755072781386,0.5031809828575302,-0.16379294447976533,1.3605962174186021,1.6505053065257291,1.0234767708599934,0.13448662508937262,0.029089698387404918,0.07068925388231168,1.9208198434821706
hgb,22,162.5909090909091,1.7884344193197528,0.39581222879238376,-0.1394527237787878,0.7994608054026463,1.6505053065257291,0.6993372491757643,0.05354365848737109,0.12441052687934182,0.05259393809943569,2.3262442712270786
