target,horizon,n_test,base_rate,base_logit,base_rf,base_hgb,blend_avg,stacked_meta
beats_median,7d,15410,0.5025957170668397,0.5119402985074627,0.5005191434133679,0.509214795587281,0.5100584036340039,0.5096690460739779
beats_median,30d,15410,0.5070084360804672,0.5227774172615185,0.5047371836469825,0.5017521090201168,0.5038286826735886,0.5062297209604153
beats_median,60d,15410,0.5123945489941597,0.5268007787151201,0.5109669046073978,0.5195976638546398,0.5197923426346528,0.49214795587280985
beats_median,90d,15410,0.5155094094743673,0.48507462686567165,0.4953926022063595,0.5106424399740428,0.5019467878001298,0.49753406878650225
top_tercile,7d,10577,0.512338092086603,0.5176325990356434,0.5143235321924932,0.5200907629762692,0.5204689420440579,0.5176325990356434
top_tercile,30d,10546,0.5075858145268348,0.5209558126303812,0.5178266641380618,0.5106201403375688,0.5162146785511095,0.4930779442442632
top_tercile,60d,10476,0.5053455517373043,0.5364642993508973,0.5360824742268041,0.5403780068728522,0.5375143184421535,0.49150439098892706
top_tercile,90d,10392,0.5036566589684373,0.4986528098537336,0.5132794457274826,0.5431100846805235,0.5294457274826789,0.5001924557351809
