date,long_net,long_short,benchmark,long_equity,ls_equity,bench_equity,IC
2021-01-04,0.1776265602892857,0.023951860344999968,0.1421068500002837,1.1776265602892857,1.023951860345,1.1421068500002838,0.024264737360332207
2021-04-07,0.14501048632142857,-0.04521817746428572,0.14543699142127658,1.348394760501866,0.9776506234090343,1.3082114341459563,-0.07547840232886681
2021-07-13,0.12974460336666666,-0.007869713466666638,0.1411156831655629,1.5233417038848722,0.9699567931322972,1.4928205844004636,-0.02722551411641687
2021-10-08,-0.012883072436666667,-0.04035531094233333,0.016688792323486846,1.5037163823679283,0.9308138851448149,1.5177339571097492,-0.0184015746417075
2022-01-05,0.047265921586666676,0.03281060057333335,0.026197910277394737,1.5747909229855168,0.9613544477384139,1.5574954151430658,0.09774533724260007
2022-04-04,-0.11395020396666664,0.001233442900000032,-0.1108429550006536,1.3953431761064619,0.9625402235563604,1.3848580209286387,-0.056679130982536546
2022-06-30,0.1631580848125,-0.016859056593750005,0.1530031779627329,1.623004696376183,0.9463127034536629,1.5967456991579014,0.009679089026915114
2022-09-27,0.04831784467499999,0.024068261299999987,0.051324109054148144,1.7014247852024829,0.9690888048718952,1.6786972495532235,0.07876668346126868
2022-12-23,-0.060539805656249994,-0.051536893687499995,-0.013755459275925929,1.5984208593675977,0.9191449781614659,1.6556059979003852,-0.03598702158318056
2023-03-22,0.16691322859375002,0.007555374500000019,0.17725847945740741,1.86521844565624,0.9260894626912702,1.9490761996687713,0.019062578945214317
2023-06-21,0.17967907103125,0.025493826421874977,0.15348728420487803,2.200359163242105,0.9496990267042489,2.2482346122642958,0.0834219797858882
2023-09-15,0.107052563403125,-0.06234261077500001,0.15885740489390243,2.4359132520747275,0.8904923099290295,2.605383328361251,-0.11195298790690081
2023-12-15,0.108102396790625,0.08398746966250001,0.08802475800060976,2.6992413129980513,0.9652825057938834,2.834721565339073,0.18222355229687265
2024-03-18,0.2580506923333334,0.10628472309090913,0.21482143979272728,3.3957824025919345,1.0678772896266853,3.443680533416706,0.26838351187454923
2024-06-19,0.08702374393939394,0.0198754921909091,0.08971658757678572,3.691296100868995,1.0891018763575095,3.7526357995794584,0.03714295837741255
2024-09-13,0.007967278884848486,0.06517089253636364,-0.015966910339285715,3.7207056863511716,1.1600796177027568,3.6927178002315793,0.19163448251426143
2024-12-11,-0.13945272377878784,-0.02663912037575755,-0.13873750719704142,3.2018431440102764,1.1291761171213102,3.1803993378453077,-0.06797772363383224
2025-03-10,0.26124848109090903,0.06433513378787871,0.19572454636331366,4.038319802074302,1.2018218136863872,3.8028815554992637,0.17830789120381882
2025-06-10,-0.012513283588571435,-0.00980916707428572,-0.012515637610857142,3.9877871611696025,1.1900329427224163,3.755286068073622,-0.051188983430362746
2025-09-04,0.10352571961428572,0.07517130674857143,0.05815956986649718,4.400625696698295,1.2794892741007085,3.9736918905184333,0.15656108793130313
2025-12-02,0.02109100502857143,0.037285691142857146,-0.008518049759776538,4.49343931539622,1.327195915995426,3.939843785264977,0.08839788253509927
2026-03-02,0.14556188374285714,0.11155980288285713,0.025946628347191015,5.147512806629508,1.4752576307708087,4.042069447707237,0.18636620425585335
