Symbol,FiscalYearEnd,sales,net_profit,eps,equity_capital,reserves,borrowings,roce_pct,roe_pct,debt_to_equity
BAJAJ-AUTO,Mar 2024,44870.0,7708.0,276.1,279.0,28683.0,1912.0,34.0,26.61,0.066
BAJAJ-AUTO,Mar 2025,50995.0,7325.0,262.29,279.0,34909.0,9364.0,28.0,20.82,0.266
BAJAJ-AUTO,Mar 2026,62905.0,10574.0,384.41,280.0,38552.0,22713.0,28.0,27.23,0.585
BAJAJFINSV,Mar 2015,11335.0,2409.0,10.62,80.0,11009.0,26312.0,15.0,21.72,2.373
BAJAJFINSV,Mar 2016,20533.0,2775.0,11.71,80.0,13519.0,36062.0,14.0,20.41,2.652
BAJAJFINSV,Mar 2017,24507.0,3450.0,14.21,80.0,16071.0,48282.0,14.0,21.36,2.989
BAJAJFINSV,Mar 2018,32862.0,4176.0,16.65,80.0,20403.0,65695.0,13.0,20.39,3.207
BAJAJFINSV,Mar 2019,42605.0,5374.0,20.23,80.0,23660.0,99754.0,13.0,22.64,4.202
BAJAJFINSV,Mar 2020,54351.0,5994.0,21.17,80.0,31222.0,127212.0,11.0,19.15,4.064
BAJAJFINSV,Mar 2021,60592.0,7367.0,28.09,80.0,35750.0,128461.0,10.0,20.56,3.585
BAJAJFINSV,Mar 2022,68406.0,8314.0,28.63,80.0,40167.0,161179.0,10.0,20.66,4.005
BAJAJFINSV,Mar 2023,82072.0,12210.0,40.29,159.0,46248.0,212265.0,11.0,26.31,4.574
BAJAJFINSV,Mar 2024,110382.0,15595.0,51.07,159.0,60169.0,288933.0,12.0,25.85,4.789
BAJAJFINSV,Mar 2025,132944.0,17558.0,55.57,160.0,72236.0,355855.0,11.0,24.25,4.915
BAJAJFINSV,Mar 2026,150530.0,19669.0,61.24,160.0,77755.0,429914.0,11.0,25.24,5.518
BAJFINANCE,Mar 2015,,898.0,1.79,50.0,4750.0,,,18.71,
BAJFINANCE,Mar 2016,,1279.0,2.37,54.0,7373.0,,,17.22,
BAJFINANCE,Mar 2017,,1836.0,3.34,109.0,9491.0,,,19.12,
BAJFINANCE,Mar 2018,,2496.0,4.32,115.0,15733.0,,,15.75,
BAJFINANCE,Mar 2019,,3995.0,6.91,115.0,19582.0,,,20.28,
BAJFINANCE,Mar 2020,,5264.0,8.75,120.0,32208.0,,,16.28,
BAJFINANCE,Mar 2021,,4420.0,7.33,120.0,36798.0,,,11.97,
BAJFINANCE,Mar 2022,,7028.0,11.61,121.0,43592.0,,,16.08,
BAJFINANCE,Mar 2023,,11508.0,19.01,121.0,54251.0,,,21.17,
BAJFINANCE,Mar 2024,,14451.0,23.35,124.0,76572.0,,,18.84,
BAJFINANCE,Mar 2025,,16779.0,26.77,124.0,96569.0,,,17.35,
BAJFINANCE,Mar 2026,,19332.0,30.56,622.0,113377.0,,,16.96,
BHARTIARTL,Mar 2015,96101.0,5048.0,8.41,1999.0,37778.0,83415.0,11.0,12.69,2.097
BHARTIARTL,Mar 2016,96532.0,6893.0,11.05,1999.0,64771.0,100646.0,13.0,10.32,1.507
BHARTIARTL,Mar 2017,95468.0,4241.0,6.91,1999.0,65458.0,107288.0,10.0,6.29,1.59
BHARTIARTL,Mar 2018,82639.0,2184.0,2.0,1999.0,67536.0,111334.0,7.0,3.14,1.601
BHARTIARTL,Mar 2019,80780.0,1688.0,0.74,1999.0,69424.0,125428.0,3.0,2.36,1.756
BHARTIARTL,Mar 2020,87539.0,-30664.0,-55.06,2728.0,74417.0,148228.0,5.0,-39.75,1.921
BHARTIARTL,Mar 2021,100616.0,-12364.0,-25.63,2746.0,56207.0,162785.0,7.0,-20.97,2.761
BHARTIARTL,Mar 2022,116547.0,8305.0,7.23,2795.0,63759.0,169678.0,11.0,12.48,2.549
BHARTIARTL,Mar 2023,139145.0,12287.0,14.97,2837.0,74726.0,226020.0,12.0,15.84,2.914
BHARTIARTL,Mar 2024,149982.0,8558.0,13.2,2877.0,79142.0,215592.0,13.0,10.43,2.629
BHARTIARTL,Mar 2025,172985.0,37481.0,58.85,2900.0,110772.0,213642.0,13.0,32.97,1.879
BHARTIARTL,Mar 2026,210973.0,33823.0,43.81,3047.0,146010.0,195412.0,18.0,22.69,1.311
BPCL,Mar 2015,242598.0,5082.0,11.08,723.0,21839.0,25492.0,17.0,22.52,1.13
BPCL,Mar 2016,187815.0,8089.0,18.64,656.0,27138.0,23388.0,25.0,29.1,0.841
BPCL,Mar 2017,201251.0,9507.0,20.1,1311.0,29508.0,35725.0,24.0,30.85,1.159
BPCL,Mar 2018,235895.0,9792.0,20.76,1967.0,34652.0,37659.0,21.0,26.74,1.028
BPCL,Mar 2019,298226.0,8528.0,17.98,1967.0,36798.0,44839.0,18.0,22.0,1.157
BPCL,Mar 2020,284572.0,3666.0,7.04,1967.0,34565.0,65476.0,9.0,10.04,1.792
BPCL,Mar 2021,230171.0,17320.0,37.26,2093.0,51462.0,54532.0,18.0,32.34,1.018
BPCL,Mar 2022,346791.0,11682.0,26.93,2129.0,49776.0,64534.0,16.0,22.51,1.243
BPCL,Mar 2023,473187.0,2131.0,4.91,2129.0,51393.0,69376.0,7.0,3.98,1.296
BPCL,Mar 2024,448083.0,26859.0,61.91,2136.0,73499.0,54599.0,32.0,35.51,0.722
BPCL,Mar 2025,440272.0,13337.0,30.74,4273.0,77112.0,61101.0,16.0,16.39,0.751
BPCL,Mar 2026,455228.0,25843.0,59.57,4273.0,95898.0,54424.0,26.0,25.8,0.543
BRITANNIA,Mar 2015,7858.0,689.0,28.71,24.0,1221.0,145.0,66.0,55.34,0.116
BRITANNIA,Mar 2016,8397.0,825.0,34.36,24.0,2068.0,131.0,68.0,39.44,0.063
BRITANNIA,Mar 2017,9054.0,885.0,36.85,24.0,2672.0,125.0,52.0,32.83,0.046
BRITANNIA,Mar 2018,9914.0,1004.0,41.83,24.0,3382.0,201.0,47.0,29.48,0.059
BRITANNIA,Mar 2019,11055.0,1155.0,48.23,24.0,4229.0,156.0,44.0,27.16,0.037
BRITANNIA,Mar 2020,11600.0,1394.0,58.33,24.0,4379.0,1538.0,37.0,31.66,0.349
BRITANNIA,Mar 2021,13136.0,1851.0,77.38,24.0,3524.0,2107.0,45.0,52.17,0.594
BRITANNIA,Mar 2022,14136.0,1516.0,63.31,24.0,2534.0,2481.0,41.0,59.27,0.97
BRITANNIA,Mar 2023,16301.0,2316.0,96.39,24.0,3510.0,2997.0,49.0,65.53,0.848
BRITANNIA,Mar 2024,16769.0,2134.0,88.84,24.0,3917.0,2065.0,49.0,54.15,0.524
BRITANNIA,Mar 2025,17943.0,2178.0,90.45,24.0,4332.0,1247.0,53.0,50.0,0.286
BRITANNIA,Mar 2026,19152.0,2537.0,105.18,24.0,5082.0,1380.0,56.0,49.69,0.27
CIPLA,Mar 2015,11345.0,1229.0,14.71,161.0,10641.0,1703.0,15.0,11.38,0.158
CIPLA,Mar 2016,13790.0,1383.0,16.93,161.0,11356.0,5202.0,13.0,12.01,0.452
CIPLA,Mar 2017,14394.0,1035.0,12.51,161.0,12383.0,4113.0,7.0,8.25,0.328
CIPLA,Mar 2018,15156.0,1417.0,17.52,161.0,14068.0,4098.0,9.0,9.96,0.288
CIPLA,Mar 2019,16362.0,1492.0,18.96,161.0,14851.0,4316.0,11.0,9.94,0.288
CIPLA,Mar 2020,17132.0,1500.0,19.18,161.0,15602.0,2816.0,12.0,9.52,0.179
CIPLA,Mar 2021,19160.0,2389.0,29.82,161.0,18165.0,2014.0,17.0,13.04,0.11
CIPLA,Mar 2022,21763.0,2547.0,31.19,161.0,20680.0,1056.0,17.0,12.22,0.051
CIPLA,Mar 2023,22753.0,2833.0,34.71,161.0,23246.0,803.0,18.0,12.1,0.034
CIPLA,Mar 2024,25774.0,4154.0,51.05,161.0,26545.0,559.0,23.0,15.55,0.021
CIPLA,Mar 2025,27548.0,5269.0,65.28,162.0,31032.0,438.0,23.0,16.89,0.014
CIPLA,Mar 2026,28163.0,3862.0,48.02,162.0,34270.0,614.0,15.0,11.22,0.018
COALINDIA,Mar 2015,74120.0,13727.0,21.73,6316.0,34037.0,408.0,52.0,34.02,0.01
COALINDIA,Mar 2016,77861.0,14267.0,22.59,6316.0,28517.0,1199.0,57.0,40.96,0.034
COALINDIA,Mar 2017,78164.0,9280.0,14.95,6207.0,18311.0,3014.0,46.0,37.85,0.123
COALINDIA,Mar 2018,85244.0,7038.0,11.34,6207.0,13971.0,1538.0,45.0,34.88,0.076
COALINDIA,Mar 2019,99586.0,17464.0,28.34,6163.0,20292.0,2210.0,107.0,66.01,0.084
COALINDIA,Mar 2020,96080.0,16700.0,27.12,6163.0,25994.0,6434.0,72.0,51.93,0.2
COALINDIA,Mar 2021,90026.0,12702.0,20.61,6163.0,30355.0,5884.0,46.0,34.78,0.161
COALINDIA,Mar 2022,109715.0,17378.0,28.17,6163.0,36980.0,3514.0,54.0,40.28,0.081
COALINDIA,Mar 2023,138252.0,31723.0,51.54,6163.0,54680.0,4331.0,78.0,52.14,0.071
COALINDIA,Mar 2024,144762.0,37369.0,60.69,6163.0,76567.0,6523.0,64.0,45.17,0.079
COALINDIA,Mar 2025,169177.0,35450.0,57.61,6163.0,95558.0,9146.0,48.0,34.85,0.09
COALINDIA,Mar 2026,168400.0,31071.0,50.46,6163.0,112939.0,14072.0,35.0,26.09,0.118
DRREDDY,Mar 2015,15023.0,2336.0,27.43,85.0,9768.0,4314.0,22.0,23.71,0.438
DRREDDY,Mar 2016,15568.0,2131.0,24.98,85.0,12484.0,3352.0,19.0,16.95,0.267
DRREDDY,Mar 2017,14196.0,1292.0,15.59,83.0,12179.0,4918.0,9.0,10.54,0.401
DRREDDY,Mar 2018,14281.0,947.0,11.41,83.0,12489.0,5071.0,8.0,7.53,0.403
DRREDDY,Mar 2019,15448.0,1950.0,23.49,83.0,13941.0,3838.0,13.0,13.9,0.274
DRREDDY,Mar 2020,17517.0,2026.0,24.38,83.0,15516.0,2210.0,11.0,12.99,0.142
DRREDDY,Mar 2021,19048.0,1952.0,23.47,83.0,17558.0,3031.0,16.0,11.07,0.172
DRREDDY,Mar 2022,21545.0,2182.0,26.23,83.0,19129.0,3384.0,14.0,11.36,0.176
DRREDDY,Mar 2023,24670.0,4507.0,54.14,83.0,23203.0,1347.0,27.0,19.35,0.058
DRREDDY,Mar 2024,28011.0,5578.0,66.87,83.0,28171.0,2002.0,27.0,19.74,0.071
DRREDDY,Mar 2025,32644.0,5725.0,67.77,83.0,33466.0,4677.0,23.0,17.06,0.139
DRREDDY,Mar 2026,33700.0,4158.0,50.27,84.0,37808.0,7734.0,13.0,10.97,0.204
EICHERMOT,Dec 2014,8738.0,702.0,22.71,27.0,2489.0,58.0,28.0,27.9,0.023
EICHERMOT,Mar 2017,7033.0,1667.0,61.27,27.0,5318.0,112.0,53.0,31.19,0.021
EICHERMOT,Mar 2018,8965.0,1960.0,71.89,27.0,7003.0,151.0,49.0,27.88,0.021
EICHERMOT,Mar 2019,9797.0,2203.0,80.75,27.0,8891.0,187.0,41.0,24.7,0.021
EICHERMOT,Mar 2020,9154.0,1827.0,66.91,27.0,9954.0,249.0,25.0,18.3,0.025
EICHERMOT,Mar 2021,8720.0,1347.0,49.28,27.0,11411.0,219.0,17.0,11.78,0.019
EICHERMOT,Mar 2022,10298.0,1677.0,61.32,27.0,12581.0,108.0,18.0,13.3,0.009
EICHERMOT,Mar 2023,14442.0,2914.0,106.55,27.0,14963.0,288.0,27.0,19.44,0.019
EICHERMOT,Mar 2024,16536.0,4001.0,146.13,27.0,18018.0,419.0,31.0,22.17,0.023
EICHERMOT,Mar 2025,18870.0,4734.0,172.69,27.0,21269.0,458.0,30.0,22.23,0.022
EICHERMOT,Mar 2026,23408.0,5515.0,201.06,27.0,25073.0,514.0,31.0,21.97,0.02
GAIL,Mar 2015,60557.0,3160.0,4.67,1268.0,32754.0,18291.0,10.0,9.29,0.538
GAIL,Mar 2016,52053.0,1874.0,2.76,1268.0,35135.0,9052.0,8.0,5.15,0.249
GAIL,Mar 2017,48552.0,3374.0,4.98,1691.0,37614.0,6553.0,12.0,8.58,0.167
GAIL,Mar 2018,54496.0,4805.0,7.09,2255.0,39424.0,3876.0,16.0,11.53,0.093
GAIL,Mar 2019,76190.0,6553.0,9.68,2255.0,43749.0,2224.0,22.0,14.24,0.048
GAIL,Mar 2020,72518.0,9515.0,13.93,4510.0,44758.0,6912.0,20.0,19.31,0.14
GAIL,Mar 2021,57372.0,6143.0,9.21,4440.0,48742.0,7873.0,13.0,11.55,0.148
GAIL,Mar 2022,92770.0,12304.0,18.4,4440.0,59674.0,9216.0,23.0,19.19,0.144
GAIL,Mar 2023,145668.0,5596.0,8.54,6575.0,58352.0,17816.0,10.0,8.62,0.274
GAIL,Mar 2024,133228.0,9903.0,15.06,6575.0,70422.0,21794.0,15.0,12.86,0.283
GAIL,Mar 2025,141902.0,12463.0,18.93,6575.0,78422.0,21595.0,14.0,14.66,0.254
GAIL,Mar 2026,141598.0,7582.0,11.53,6575.0,82474.0,24831.0,10.0,8.51,0.279
GRASIM,Mar 2015,31734.0,2582.0,36.75,92.0,23048.0,11930.0,9.0,11.16,0.516
GRASIM,Mar 2016,34487.0,3455.0,51.15,93.0,27336.0,12505.0,11.0,12.6,0.456
GRASIM,Mar 2017,36068.0,4246.0,65.64,93.0,31294.0,9213.0,13.0,13.53,0.294
GRASIM,Mar 2018,55894.0,3688.0,39.43,131.0,57230.0,67070.0,10.0,6.43,1.169
GRASIM,Mar 2019,77200.0,2745.0,24.91,132.0,57888.0,84487.0,8.0,4.73,1.456
GRASIM,Mar 2020,68252.0,6639.0,64.9,132.0,56501.0,84777.0,8.0,11.72,1.497
GRASIM,Mar 2021,76404.0,6987.0,63.3,132.0,65362.0,79078.0,9.0,10.67,1.207
GRASIM,Mar 2022,95701.0,11206.0,110.96,132.0,75567.0,74744.0,9.0,14.8,0.987
GRASIM,Mar 2023,117627.0,11078.0,100.33,132.0,78610.0,103039.0,10.0,14.07,1.309
GRASIM,Mar 2024,130978.0,9926.0,85.42,133.0,88520.0,137155.0,9.0,11.2,1.547
GRASIM,Mar 2025,148478.0,7756.0,54.46,136.0,97373.0,186326.0,8.0,7.95,1.911
GRASIM,Mar 2026,175431.0,10300.0,72.98,136.0,103334.0,227853.0,8.0,9.95,2.202
HCLTECH,Jun 2015,36701.0,7342.0,26.02,281.0,23943.0,648.0,40.0,30.31,0.027
HCLTECH,Mar 2017,47568.0,8606.0,30.16,285.0,32664.0,582.0,34.0,26.12,0.018
HCLTECH,Mar 2018,50569.0,8722.0,31.32,278.0,36108.0,557.0,31.0,23.97,0.015
HCLTECH,Mar 2019,60427.0,10120.0,37.31,271.0,41095.0,4195.0,31.0,24.46,0.101
