Symbol,FiscalYearEnd,known_date,source
UPL,Mar 2026,2026-05-11,nse_actual
VEDL,Mar 2015,2015-04-29,nse_actual
VEDL,Mar 2016,2016-04-28,nse_actual
VEDL,Mar 2017,2017-05-15,nse_actual
VEDL,Mar 2018,2018-04-30,nse_actual
VEDL,Mar 2019,2019-05-07,nse_actual
VEDL,Mar 2020,2020-06-06,nse_actual
VEDL,Mar 2021,2021-05-13,nse_actual
VEDL,Mar 2022,2022-04-28,nse_actual
VEDL,Mar 2023,2023-05-12,nse_actual
VEDL,Mar 2024,2024-04-25,nse_actual
VEDL,Mar 2025,2025-04-25,nse_actual
VEDL,Mar 2026,2026-04-29,nse_actual
WIPRO,Mar 2015,2015-04-21,nse_actual
WIPRO,Mar 2016,2016-04-20,nse_actual
WIPRO,Mar 2017,2017-04-25,nse_actual
WIPRO,Mar 2018,2018-04-25,nse_actual
WIPRO,Mar 2019,2019-04-16,nse_actual
WIPRO,Mar 2020,2020-04-15,nse_actual
WIPRO,Mar 2021,2021-04-15,nse_actual
WIPRO,Mar 2022,2022-04-29,nse_actual
WIPRO,Mar 2023,2023-04-27,nse_actual
WIPRO,Mar 2024,2024-04-19,nse_actual
WIPRO,Mar 2025,2025-05-30,approximation_fallback
WIPRO,Mar 2026,2026-04-16,nse_actual
ZEEL,Mar 2015,2015-05-21,nse_actual
ZEEL,Mar 2016,2016-05-10,nse_actual
ZEEL,Mar 2017,2017-05-10,nse_actual
ZEEL,Mar 2018,2018-05-10,nse_actual
ZEEL,Mar 2019,2019-05-27,nse_actual
ZEEL,Mar 2020,2020-05-30,approximation_fallback
ZEEL,Mar 2021,2021-05-20,nse_actual
ZEEL,Mar 2022,2022-05-26,nse_actual
ZEEL,Mar 2023,2023-05-25,nse_actual
ZEEL,Mar 2024,2024-05-17,nse_actual
ZEEL,Mar 2025,2025-05-08,nse_actual
ZEEL,Mar 2026,2026-04-28,nse_actual
