Date,Symbol,Adj Close,Close,High,Low,Open,Volume
2010-01-04,LICHSGFIN,125.38618469238281,164.1999969482422,165.19000244140625,161.10000610351562,163.39999389648438,3083290
2010-01-05,LICHSGFIN,124.69894409179688,163.3000030517578,167.47000122070312,162.6199951171875,165.8000030517578,2601455
2010-01-06,LICHSGFIN,124.04225158691406,162.44000244140625,164.5800018310547,162.10000610351562,163.6999969482422,1880445
2010-01-07,LICHSGFIN,126.80654907226562,166.05999755859375,167.13999938964844,161.91000366210938,162.60000610351562,5182580
2010-01-08,LICHSGFIN,127.78398132324219,167.33999633789062,169.47999572753906,166.55999755859375,167.0,5000290
2010-01-11,LICHSGFIN,127.93671417236328,167.5399932861328,168.9600067138672,165.39999389648438,168.9600067138672,2222075
2010-01-12,LICHSGFIN,126.11166381835938,165.14999389648438,168.39999389648438,163.8000030517578,167.1999969482422,3565110
2010-01-13,LICHSGFIN,126.67670440673828,165.88999938964844,166.39999389648438,162.5399932861328,165.3000030517578,3106090
2010-01-14,LICHSGFIN,128.30323791503906,168.02000427246094,169.8000030517578,165.8000030517578,166.8000030517578,2389175
2010-01-15,LICHSGFIN,128.79957580566406,168.6699981689453,170.99000549316406,168.0,169.0,3399970
2010-01-18,LICHSGFIN,127.93671417236328,167.5399932861328,169.39999389648438,166.60000610351562,168.6699981689453,851505
2010-01-19,LICHSGFIN,126.94401550292969,166.24000549316406,169.1300048828125,165.41000366210938,167.64999389648438,1136705
2010-01-20,LICHSGFIN,124.07276153564453,162.47999572753906,167.9600067138672,162.0,167.5800018310547,1645845
2010-01-21,LICHSGFIN,125.37859344482422,164.19000244140625,166.1999969482422,160.1999969482422,162.39999389648438,3227685
2010-01-22,LICHSGFIN,121.78193664550781,159.47999572753906,164.0,158.1999969482422,164.0,5728145
2010-01-25,LICHSGFIN,121.23213958740234,158.75999450683594,161.52000427246094,155.60000610351562,160.02000427246094,4035835
2010-01-27,LICHSGFIN,113.83268737792969,149.07000732421875,159.0500030517578,146.0399932861328,158.94000244140625,3448900
2010-01-28,LICHSGFIN,112.34359741210938,147.1199951171875,153.89999389648438,146.05999755859375,150.10000610351562,4933790
2010-01-29,LICHSGFIN,117.61258697509766,154.02000427246094,155.0,140.8800048828125,146.8000030517578,3674070
2010-02-01,LICHSGFIN,118.1547622680664,154.72999572753906,157.55999755859375,151.82000732421875,154.0,2025185
2010-02-02,LICHSGFIN,118.11656188964844,154.67999267578125,157.8000030517578,153.4600067138672,155.8000030517578,2963385
2010-02-03,LICHSGFIN,121.10230255126953,158.58999633789062,159.6300048828125,155.4199981689453,155.97999572753906,2270315
2010-02-04,LICHSGFIN,117.41400909423828,153.75999450683594,159.1999969482422,153.22000122070312,158.0,2356190
2010-02-05,LICHSGFIN,113.16068267822266,148.19000244140625,151.4199981689453,147.0,151.4199981689453,2039880
2010-02-08,LICHSGFIN,115.13079833984375,150.77000427246094,152.39999389648438,144.0,144.0,2360720
2010-02-09,LICHSGFIN,114.05413818359375,149.36000061035156,151.74000549316406,147.25,150.8000030517578,3063175
2010-02-10,LICHSGFIN,113.19122314453125,148.22999572753906,151.89999389648438,148.0,149.60000610351562,1408675
2010-02-11,LICHSGFIN,114.71082305908203,150.22000122070312,152.0,149.0,149.0,1303810
2010-02-15,LICHSGFIN,113.97774505615234,149.25999450683594,150.97999572753906,148.47000122070312,150.97999572753906,713490
2010-02-16,LICHSGFIN,114.5351791381836,149.99000549316406,152.0,147.4199981689453,150.44000244140625,1254665
2010-02-17,LICHSGFIN,115.48207092285156,151.22999572753906,152.97999572753906,146.30999755859375,146.30999755859375,2280450
2010-02-18,LICHSGFIN,116.25334167480469,152.24000549316406,155.9600067138672,151.60000610351562,153.8000030517578,3679845
2010-02-19,LICHSGFIN,113.51956939697266,148.66000366210938,151.52000427246094,146.10000610351562,150.24000549316406,2066120
2010-02-22,LICHSGFIN,111.81671142578125,146.42999267578125,151.36000061035156,145.6699981689453,150.60000610351562,1354045
2010-02-23,LICHSGFIN,110.49562072753906,144.6999969482422,147.97999572753906,143.60000610351562,143.60000610351562,944430
2010-02-24,LICHSGFIN,110.79345703125,145.08999633789062,146.44000244140625,142.55999755859375,143.6199951171875,1465985
2010-02-25,LICHSGFIN,110.20547485351562,144.32000732421875,146.8000030517578,143.72000122070312,145.1999969482422,2835375
2010-02-26,LICHSGFIN,114.90172576904297,150.47000122070312,154.0,144.0,144.0,5412390
2010-03-02,LICHSGFIN,115.78750610351562,151.6300048828125,153.16000366210938,150.22999572753906,152.0,1896025
2010-03-03,LICHSGFIN,118.69690704345703,155.44000244140625,156.39999389648438,144.0,144.0,3340790
2010-03-04,LICHSGFIN,124.8211441040039,163.4600067138672,164.39999389648438,154.44000244140625,157.0,4629725
2010-03-05,LICHSGFIN,123.33970642089844,161.52000427246094,167.5,160.0,160.0,2346085
2010-03-08,LICHSGFIN,125.72982788085938,164.64999389648438,165.0,160.0,160.0,2366735
2010-03-09,LICHSGFIN,123.95828247070312,162.3300018310547,164.8000030517578,160.0,160.0,2405505
2010-03-10,LICHSGFIN,120.30816650390625,157.5500030517578,163.3300018310547,156.8300018310547,163.0,3841625
2010-03-11,LICHSGFIN,124.1949691772461,162.63999938964844,164.55999755859375,158.10000610351562,159.52999877929688,7560375
2010-03-12,LICHSGFIN,123.71387481689453,162.00999450683594,164.8800048828125,161.1999969482422,164.3800048828125,3882240
2010-03-15,LICHSGFIN,123.3015365600586,161.47000122070312,163.3800048828125,160.72000122070312,162.1999969482422,2083135
2010-03-16,LICHSGFIN,124.04988861083984,162.4499969482422,163.0,160.9199981689453,161.60000610351562,2391485
2010-03-17,LICHSGFIN,124.69894409179688,163.3000030517578,167.1699981689453,162.1999969482422,163.39999389648438,5987520
2010-03-18,LICHSGFIN,125.89783477783203,164.8699951171875,166.33999633789062,163.3800048828125,165.8699951171875,2480985
2010-03-19,LICHSGFIN,124.92804718017578,163.60000610351562,166.33999633789062,163.1199951171875,165.10000610351562,1488655
2010-03-22,LICHSGFIN,122.75176239013672,160.75,163.60000610351562,160.0,162.3000030517578,1018335
2010-03-23,LICHSGFIN,123.07243347167969,161.1699981689453,162.17999267578125,158.89999389648438,161.60000610351562,1733290
