Date,Symbol,Adj Close,Close,High,Low,Open,Volume
2020-10-12,MAZDOCK,77.740966796875,85.9749984741211,108.4749984741211,85.9749984741211,107.44999694824219,79857954
2020-10-13,MAZDOCK,82.03604888916016,90.7249984741211,92.3499984741211,82.0,86.0,37715848
2020-10-14,MAZDOCK,82.39775848388672,91.125,93.69999694824219,89.05000305175781,90.2249984741211,12355782
2020-10-15,MAZDOCK,77.69577026367188,85.92500305175781,91.375,85.5,90.9749984741211,6386916
2020-10-16,MAZDOCK,75.97772216796875,84.0250015258789,87.7249984741211,82.5,86.875,6144884
2020-10-19,MAZDOCK,76.09075927734375,84.1500015258789,86.42500305175781,83.75,85.375,3844768
2020-10-20,MAZDOCK,75.0735092163086,83.0250015258789,84.9000015258789,82.69999694824219,83.8499984741211,2523362
2020-10-21,MAZDOCK,77.60533905029297,85.82499694824219,88.8499984741211,83.2249984741211,83.44999694824219,8955302
2020-10-22,MAZDOCK,77.15323638916016,85.32499694824219,87.44999694824219,83.8499984741211,86.1500015258789,4004374
2020-10-23,MAZDOCK,79.3007583618164,87.69999694824219,89.5,86.19999694824219,87.07499694824219,7146720
2020-10-26,MAZDOCK,77.22103118896484,85.4000015258789,87.9749984741211,85.0,87.9749984741211,1854742
2020-10-27,MAZDOCK,76.33943176269531,84.42500305175781,85.7750015258789,83.7249984741211,85.44999694824219,1549688
2020-10-28,MAZDOCK,75.61604309082031,83.625,85.5999984741211,83.5,84.9749984741211,1863504
2020-10-29,MAZDOCK,75.50299835205078,83.5,84.5,83.0999984741211,83.57499694824219,1811578
2020-10-30,MAZDOCK,75.38997650146484,83.375,84.8499984741211,82.5,83.75,1907152
2020-11-02,MAZDOCK,76.11336517333984,84.17500305175781,86.25,82.6500015258789,83.375,2417362
2020-11-03,MAZDOCK,75.32215881347656,83.30000305175781,84.9749984741211,83.0250015258789,84.5999984741211,1220048
2020-11-04,MAZDOCK,74.96047973632812,82.9000015258789,83.94999694824219,82.55000305175781,83.25,1438208
2020-11-05,MAZDOCK,76.52024841308594,84.625,86.0999984741211,83.2249984741211,83.375,3004132
2020-11-06,MAZDOCK,76.88197326660156,85.0250015258789,87.0,84.5,84.7750015258789,3989116
2020-11-09,MAZDOCK,81.1318130493164,89.7249984741211,90.9749984741211,85.69999694824219,86.0,12995598
2020-11-10,MAZDOCK,77.94441986083984,86.19999694824219,89.625,85.375,89.625,4759910
2020-11-11,MAZDOCK,78.87127685546875,87.2249984741211,88.17500305175781,86.0,86.5,3276260
2020-11-12,MAZDOCK,79.59464263916016,88.0250015258789,89.0,86.25,87.30000305175781,2847644
2020-11-13,MAZDOCK,82.80463409423828,91.57499694824219,92.25,88.75,89.69999694824219,13012488
2020-11-14,MAZDOCK,85.11042785644531,94.125,95.4000015258789,92.0,92.44999694824219,5909582
2020-11-17,MAZDOCK,83.14373016357422,91.94999694824219,96.4000015258789,90.625,95.69999694824219,7601208
2020-11-18,MAZDOCK,82.91766357421875,91.69999694824219,93.25,91.5,92.0,3381334
2020-11-19,MAZDOCK,83.43760681152344,92.2750015258789,93.5,90.80000305175781,91.5999984741211,4326668
2020-11-20,MAZDOCK,83.39238739013672,92.2249984741211,94.4000015258789,91.9000015258789,92.875,5393566
2020-11-23,MAZDOCK,82.37513732910156,91.0999984741211,92.9749984741211,90.375,92.5,2986602
